"","Genus_Species","Common Name","Genus","Species","Tribe","Subfamily","Family","n","ows"
"4863","Ethmia apicipunctella",NA,"Ethmia","apicipunctella",NA,"Ethmiinae","Depressariidae",1,NA
"4864","Ethmia arctostaphylella",NA,"Ethmia","arctostaphylella",NA,"Ethmiinae","Depressariidae",1,NA
"4865","Ethmia bipunctella","Viper's Bugloss Moth","Ethmia","bipunctella",NA,"Ethmiinae","Depressariidae",1,NA
"4866","Ethmia bittenella",NA,"Ethmia","bittenella",NA,"Ethmiinae","Depressariidae",1,NA
"4867","Ethmia brevistriga",NA,"Ethmia","brevistriga",NA,"Ethmiinae","Depressariidae",1,NA
"4868","Ethmia burnsella",NA,"Ethmia","burnsella",NA,"Ethmiinae","Depressariidae",1,NA
"4869","Ethmia caliginosella",NA,"Ethmia","caliginosella",NA,"Ethmiinae","Depressariidae",1,NA
"4870","Ethmia charybdis",NA,"Ethmia","charybdis",NA,"Ethmiinae","Depressariidae",1,NA
"4871","Ethmia confusella",NA,"Ethmia","confusella",NA,"Ethmiinae","Depressariidae",1,NA
"4872","Ethmia coquillettella",NA,"Ethmia","coquillettella",NA,"Ethmiinae","Depressariidae",1,NA
"4873","Ethmia delliella","Ladder-backed Ethmia Moth","Ethmia","delliella",NA,"Ethmiinae","Depressariidae",1,NA
"4874","Ethmia discostrigella","Mountain-mahogany Moth","Ethmia","discostrigella",NA,"Ethmiinae","Depressariidae",1,NA
"4875","Ethmia epileuca",NA,"Ethmia","epileuca",NA,"Ethmiinae","Depressariidae",1,NA
"4876","Ethmia farrella",NA,"Ethmia","farrella",NA,"Ethmiinae","Depressariidae",1,NA
"4877","Ethmia geranella",NA,"Ethmia","geranella",NA,"Ethmiinae","Depressariidae",1,NA
"4878","Ethmia hagenella",NA,"Ethmia","hagenella",NA,"Ethmiinae","Depressariidae",1,NA
"4879","Ethmia hodgesella",NA,"Ethmia","hodgesella",NA,"Ethmiinae","Depressariidae",1,NA
"4880","Ethmia julia",NA,"Ethmia","julia",NA,"Ethmiinae","Depressariidae",1,NA
"4881","Ethmia kutisi",NA,"Ethmia","kutisi",NA,"Ethmiinae","Depressariidae",1,NA
"4882","Ethmia lassenella",NA,"Ethmia","lassenella",NA,"Ethmiinae","Depressariidae",1,NA
"4883","Ethmia longimaculella","Streaked Ethmia Moth","Ethmia","longimaculella",NA,"Ethmiinae","Depressariidae",1,NA
"4884","Ethmia macelhosiella",NA,"Ethmia","macelhosiella",NA,"Ethmiinae","Depressariidae",1,NA
"4885","Ethmia macneilli",NA,"Ethmia","macneilli",NA,"Ethmiinae","Depressariidae",1,NA
"4886","Ethmia marmorea",NA,"Ethmia","marmorea",NA,"Ethmiinae","Depressariidae",1,NA
"4887","Ethmia mimihagenella",NA,"Ethmia","mimihagenella",NA,"Ethmiinae","Depressariidae",1,NA
"4888","Ethmia minuta",NA,"Ethmia","minuta",NA,"Ethmiinae","Depressariidae",1,NA
"4889","Ethmia mirusella",NA,"Ethmia","mirusella",NA,"Ethmiinae","Depressariidae",1,NA
"4890","Ethmia monachella",NA,"Ethmia","monachella",NA,"Ethmiinae","Depressariidae",1,NA
"4891","Ethmia monticola","Gray Ethmia Moth","Ethmia","monticola",NA,"Ethmiinae","Depressariidae",1,NA
"4892","Ethmia nadia",NA,"Ethmia","nadia",NA,"Ethmiinae","Depressariidae",1,NA
"4893","Ethmia notatella",NA,"Ethmia","notatella",NA,"Ethmiinae","Depressariidae",1,NA
"4894","Ethmia orestella",NA,"Ethmia","orestella",NA,"Ethmiinae","Depressariidae",1,NA
"4895","Ethmia plagiobothrae",NA,"Ethmia","plagiobothrae",NA,"Ethmiinae","Depressariidae",1,NA
"4896","Ethmia powelli",NA,"Ethmia","powelli",NA,"Ethmiinae","Depressariidae",1,NA
"4897","Ethmia prattiella",NA,"Ethmia","prattiella",NA,"Ethmiinae","Depressariidae",1,NA
"4898","Ethmia scylla",NA,"Ethmia","scylla",NA,"Ethmiinae","Depressariidae",1,NA
"4899","Ethmia semilugens",NA,"Ethmia","semilugens",NA,"Ethmiinae","Depressariidae",1,NA
"4900","Ethmia semiombra",NA,"Ethmia","semiombra",NA,"Ethmiinae","Depressariidae",1,NA
"4901","Ethmia semitenebrella",NA,"Ethmia","semitenebrella",NA,"Ethmiinae","Depressariidae",1,NA
"4902","Ethmia sphenisca",NA,"Ethmia","sphenisca",NA,"Ethmiinae","Depressariidae",1,NA
"4903","Ethmia submissa",NA,"Ethmia","submissa",NA,"Ethmiinae","Depressariidae",1,NA
"4904","Ethmia subsimilis",NA,"Ethmia","subsimilis",NA,"Ethmiinae","Depressariidae",1,NA
"4905","Ethmia timberlakei",NA,"Ethmia","timberlakei",NA,"Ethmiinae","Depressariidae",1,NA
"4906","Ethmia tricula",NA,"Ethmia","tricula",NA,"Ethmiinae","Depressariidae",1,NA
"4907","Ethmia trifurcella",NA,"Ethmia","trifurcella",NA,"Ethmiinae","Depressariidae",1,NA
"4908","Ethmia umbrimarginella",NA,"Ethmia","umbrimarginella",NA,"Ethmiinae","Depressariidae",1,NA
"4909","Ethmia zelleriella","Zeller's Ethmia Moth","Ethmia","zelleriella",NA,"Ethmiinae","Depressariidae",1,NA
"4910","Etiella zinckenella","Gold-banded Etiella Moth","Etiella","zinckenella","Phycitini","Phycitinae","Pyralidae",1,NA
"4911","Euacidalia brownsvillea",NA,"Euacidalia","brownsvillea","Sterrhini","Sterrhinae","Geometridae",1,NA
"4912","Euacidalia nigridaria",NA,"Euacidalia","nigridaria","Sterrhini","Sterrhinae","Geometridae",1,NA
"4913","Euacidalia puerta",NA,"Euacidalia","puerta","Sterrhini","Sterrhinae","Geometridae",1,NA
"4914","Euacidalia quakerata",NA,"Euacidalia","quakerata","Sterrhini","Sterrhinae","Geometridae",1,NA
"4915","Euacidalia sericearia",NA,"Euacidalia","sericearia","Sterrhini","Sterrhinae","Geometridae",1,NA
"4916","Euamiana adusta",NA,"Euamiana","adusta","Psaphidini","Amphipyrinae","Noctuidae",1,NA
"4917","Euamiana contrasta",NA,"Euamiana","contrasta","Psaphidini","Amphipyrinae","Noctuidae",1,NA
"4918","Euamiana dissimilis",NA,"Euamiana","dissimilis","Psaphidini","Amphipyrinae","Noctuidae",1,NA
"4919","Euamiana endopolia",NA,"Euamiana","endopolia","Psaphidini","Amphipyrinae","Noctuidae",1,NA
"4920","Euamiana torniplaga",NA,"Euamiana","torniplaga","Psaphidini","Amphipyrinae","Noctuidae",1,NA
"4921","Euaontia clarki",NA,"Euaontia","clarki",NA,"Boletobiinae","Erebidae",1,NA
"4922","Euaontia semirufa",NA,"Euaontia","semirufa",NA,"Boletobiinae","Erebidae",1,NA
"4923","Euaspilates spinataria",NA,"Euaspilates","spinataria","Ourapterygini","Ennominae","Geometridae",1,NA
"4924","Eubaphe helveta",NA,"Eubaphe","helveta","Eudulini","Larentiinae","Geometridae",1,NA
"4925","Eubaphe medea",NA,"Eubaphe","medea","Eudulini","Larentiinae","Geometridae",1,NA
"4926","Eubaphe mendica","Beggar Moth","Eubaphe","mendica","Eudulini","Larentiinae","Geometridae",1,NA
"4927","Eubaphe meridiana","Little Beggar Moth","Eubaphe","meridiana","Eudulini","Larentiinae","Geometridae",1,NA
"4928","Eubaphe rotundata",NA,"Eubaphe","rotundata","Eudulini","Larentiinae","Geometridae",1,NA
"4929","Eubaphe unicolor",NA,"Eubaphe","unicolor","Eudulini","Larentiinae","Geometridae",1,NA
"4930","Eubarnesia ritaria",NA,"Eubarnesia","ritaria","Boarmiini","Ennominae","Geometridae",1,NA
"4931","Eublemma cinnamomea",NA,"Eublemma","cinnamomea","Eublemmini","Boletobiinae","Noctuidae",1,NA
"4932","Eublemma irresoluta",NA,"Eublemma","irresoluta","Eublemmini","Boletobiinae","Noctuidae",1,NA
"4933","Eublemma minima","Everlasting Bud Moth","Eublemma","minima","Eublemmini","Boletobiinae","Noctuidae",1,NA
"4934","Eublemma recta","Straight-lined Seed Moth","Eublemma","recta","Eublemmini","Boletobiinae","Noctuidae",1,NA
"4935","Eubolina impartialis","Eubolina Moth","Eubolina","impartialis","Omopterini","Erebinae","Erebidae",1,NA
"4936","Eucalantica polita",NA,"Eucalantica","polita",NA,"Saridoscelinae","Yponomeutidae",1,NA
"4937","Eucalantica vaquero",NA,"Eucalantica","vaquero",NA,"Saridoscelinae","Yponomeutidae",1,NA
"4938","Eucatagma amyrisella",NA,"Eucatagma","amyrisella",NA,"[Praydinae]","Praydidae",1,NA
"4939","Eucaterva bonniwelli",NA,"Eucaterva","bonniwelli","Ourapterygini","Ennominae","Geometridae",1,NA
"4940","Eucaterva variaria",NA,"Eucaterva","variaria","Ourapterygini","Ennominae","Geometridae",1,NA
"4941","Euceratia castella",NA,"Euceratia","castella",NA,"Ypsolophinae","Ypsolophidae",1,NA
"4942","Euceratia intermediella",NA,"Euceratia","intermediella",NA,"Ypsolophinae","Ypsolophidae",1,NA
"4943","Euceratia securella",NA,"Euceratia","securella",NA,"Ypsolophinae","Ypsolophidae",1,NA
"4944","Eucereon erythrolepsis",NA,"Eucereon","erythrolepsis","Arctiini","Arctiinae","Erebidae",1,NA
"4945","Eucereon myrina",NA,"Eucereon","myrina","Arctiini","Arctiinae","Erebidae",1,NA
"4946","Euchaetes albicosta",NA,"Euchaetes","albicosta","Arctiini","Arctiinae","Erebidae",1,NA
"4947","Euchaetes antica",NA,"Euchaetes","antica","Arctiini","Arctiinae","Erebidae",1,NA
"4948","Euchaetes bolteri",NA,"Euchaetes","bolteri","Arctiini","Arctiinae","Erebidae",1,NA
"4949","Euchaetes castalla",NA,"Euchaetes","castalla","Arctiini","Arctiinae","Erebidae",1,NA
"4950","Euchaetes egle","Milkweed Tussock Moth","Euchaetes","egle","Arctiini","Arctiinae","Erebidae",1,NA
"4951","Euchaetes elegans",NA,"Euchaetes","elegans","Arctiini","Arctiinae","Erebidae",1,NA
"4952","Euchaetes fusca",NA,"Euchaetes","fusca","Arctiini","Arctiinae","Erebidae",1,NA
"4953","Euchaetes gigantea",NA,"Euchaetes","gigantea","Arctiini","Arctiinae","Erebidae",1,NA
"4954","Euchaetes helena",NA,"Euchaetes","helena","Arctiini","Arctiinae","Erebidae",1,NA
"4955","Euchaetes nancyae",NA,"Euchaetes","nancyae","Arctiini","Arctiinae","Erebidae",1,NA
"4956","Euchaetes perlevis",NA,"Euchaetes","perlevis","Arctiini","Arctiinae","Erebidae",1,NA
"4957","Euchaetes polingi",NA,"Euchaetes","polingi","Arctiini","Arctiinae","Erebidae",1,NA
"4958","Euchaetes sp.","possibly <i>Euchaetes expressa</i> (Edwards, 1884)","Euchaetes","sp.","Arctiini","Arctiinae","Erebidae",1,NA
"4959","Euchaetes zella",NA,"Euchaetes","zella","Arctiini","Arctiinae","Erebidae",1,NA
"4960","Euchalcia albavitta",NA,"Euchalcia","albavitta","Plusiini","Plusiinae","Noctuidae",1,NA
"4961","Euchalcia borealis",NA,"Euchalcia","borealis","Plusiini","Plusiinae","Noctuidae",1,NA
"4962","Euchlaena amoenaria","Deep Yellow Euchlaena Moth","Euchlaena","amoenaria","Angeronini","Ennominae","Geometridae",1,NA
"4963","Euchlaena deplanaria",NA,"Euchlaena","deplanaria","Angeronini","Ennominae","Geometridae",1,NA
"4964","Euchlaena effecta","Effective Euchlaena Moth","Euchlaena","effecta","Angeronini","Ennominae","Geometridae",1,NA
"4965","Euchlaena irraria","Least-marked Euchlaena Moth","Euchlaena","irraria","Angeronini","Ennominae","Geometridae",1,NA
"4966","Euchlaena johnsonaria","Johnson's Euchlaena Moth","Euchlaena","johnsonaria","Angeronini","Ennominae","Geometridae",1,NA
"4967","Euchlaena madusaria","Scrub Euchlaena Moth","Euchlaena","madusaria","Angeronini","Ennominae","Geometridae",1,NA
"4968","Euchlaena manubiaria",NA,"Euchlaena","manubiaria","Angeronini","Ennominae","Geometridae",1,NA
"4969","Euchlaena marginaria","Ochre Euchlaena Moth","Euchlaena","marginaria","Angeronini","Ennominae","Geometridae",1,NA
"4970","Euchlaena milnei",NA,"Euchlaena","milnei","Angeronini","Ennominae","Geometridae",1,NA
"4971","Euchlaena mollisaria",NA,"Euchlaena","mollisaria","Angeronini","Ennominae","Geometridae",1,NA
"4972","Euchlaena muzaria","Muzaria Euchlaena Moth","Euchlaena","muzaria","Angeronini","Ennominae","Geometridae",1,NA
"4973","Euchlaena obtusaria","Obtuse Euchlaena Moth","Euchlaena","obtusaria","Angeronini","Ennominae","Geometridae",1,NA
"4974","Euchlaena pectinaria","Forked Euchlaena Moth","Euchlaena","pectinaria","Angeronini","Ennominae","Geometridae",1,NA
"4975","Euchlaena serrata","Saw-wing Moth","Euchlaena","serrata","Angeronini","Ennominae","Geometridae",1,NA
"4976","Euchlaena silacea",NA,"Euchlaena","silacea","Angeronini","Ennominae","Geometridae",1,NA
"4977","Euchlaena tigrinaria","Mottled Euchlaena Moth","Euchlaena","tigrinaria","Angeronini","Ennominae","Geometridae",1,NA
"4978","Euchloe ausonia",NA,"Euchloe","ausonia","Anthocharidini","Pierinae","Pieridae",1,NA
"4979","Euchloe ausonides",NA,"Euchloe","ausonides","Anthocharidini","Pierinae","Pieridae",1,NA
"4980","Euchloe creusa",NA,"Euchloe","creusa","Anthocharidini","Pierinae","Pieridae",1,NA
"4981","Euchloe guaymasensis",NA,"Euchloe","guaymasensis","Anthocharidini","Pierinae","Pieridae",1,NA
"4982","Euchloe hyantis",NA,"Euchloe","hyantis","Anthocharidini","Pierinae","Pieridae",1,NA
"4983","Euchloe lotta",NA,"Euchloe","lotta","Anthocharidini","Pierinae","Pieridae",1,NA
"4984","Euchloe olympia",NA,"Euchloe","olympia","Anthocharidini","Pierinae","Pieridae",1,NA
"4985","Euchromius californicalis","California Grass-veneer Moth","Euchromius","californicalis","Crambini","Crambinae","Crambidae",1,NA
"4986","Euchromius ocellea",NA,"Euchromius","ocellea","Crambini","Crambinae","Crambidae",1,NA
"4987","Eucirroedia pampina","Scalloped Sallow Moth","Eucirroedia","pampina","Xylenini","Noctuinae","Noctuidae",1,NA
"4988","Euclea angustilinea",NA,"Euclea","angustilinea",NA,"Limacodinae","Limacodidae",1,NA
"4989","Euclea delphinii","Spiny Oak-slug Moth","Euclea","delphinii",NA,"Limacodinae","Limacodidae",1,NA
"4990","Euclea incisa",NA,"Euclea","incisa",NA,"Limacodinae","Limacodidae",1,NA
"4991","Euclea nanina","Nanina Oak-Slug Moth","Euclea","nanina",NA,"Limacodinae","Limacodidae",1,NA
"4992","Euclea obliqua",NA,"Euclea","obliqua",NA,"Limacodinae","Limacodidae",1,NA
"4993","Euclea subdentosa",NA,"Euclea","subdentosa",NA,"Limacodinae","Limacodidae",1,NA
"4994","Euclemensia barksdalensis",NA,"Euclemensia","barksdalensis",NA,"Antequerinae","Cosmopterigidae",1,NA
"4995","Euclemensia bassettella","Kermes Scale Moth","Euclemensia","bassettella",NA,"Antequerinae","Cosmopterigidae",1,NA
"4996","Euclemensia schwarziella",NA,"Euclemensia","schwarziella",NA,"Antequerinae","Cosmopterigidae",1,NA
"4997","Euclidia ardita",NA,"Euclidia","ardita","Euclidiini","Erebinae","Erebidae",1,NA
"4998","Euclidia cuspidea","Toothed Somberwing Moth","Euclidia","cuspidea","Euclidiini","Erebinae","Erebidae",1,NA
"4999","Euclystis guerini",NA,"Euclystis","guerini","Omopterini","Erebinae","Erebidae",1,NA
"5000","Euclystis insana",NA,"Euclystis","insana","Omopterini","Erebinae","Erebidae",1,NA
"5001","Euclystis sytis",NA,"Euclystis","sytis","Omopterini","Erebinae","Erebidae",1,NA
"5002","Eucoloneura fragilis",NA,"Eucoloneura","fragilis","Oiketicinae-unplaced","Oiketicinae","Psychidae",1,NA
"5003","Eucopina bobana",NA,"Eucopina","bobana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5004","Eucopina cocana","Shortleaf Pinecone Borer Moth","Eucopina","cocana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5005","Eucopina crymalana",NA,"Eucopina","crymalana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5006","Eucopina franclemonti",NA,"Eucopina","franclemonti","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5007","Eucopina gloriola","Eastern Pine Shoot Borer Moth","Eucopina","gloriola","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5008","Eucopina monitorana","Red Pinecone Borer Moth","Eucopina","monitorana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5009","Eucopina monoensis",NA,"Eucopina","monoensis","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5010","Eucopina ponderosa",NA,"Eucopina","ponderosa","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5011","Eucopina rescissoriana","Lodgepole Pinecone Borer Moth","Eucopina","rescissoriana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5012","Eucopina siskiyouana","Fir Cone Borer Moth","Eucopina","siskiyouana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5013","Eucopina sonomana","Western Pine Shoot Borer Moth","Eucopina","sonomana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5014","Eucopina tocullionana","White Pinecone Borer Moth","Eucopina","tocullionana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5015","Eucoptocnemis canescens",NA,"Eucoptocnemis","canescens","Noctuini","Noctuinae","Noctuidae",1,NA
"5016","Eucoptocnemis dapsilis",NA,"Eucoptocnemis","dapsilis","Noctuini","Noctuinae","Noctuidae",1,NA
"5017","Eucoptocnemis dollii",NA,"Eucoptocnemis","dollii","Noctuini","Noctuinae","Noctuidae",1,NA
"5018","Eucoptocnemis elingua",NA,"Eucoptocnemis","elingua","Noctuini","Noctuinae","Noctuidae",1,NA
"5019","Eucoptocnemis fimbriaris","Fringed Dart Moth","Eucoptocnemis","fimbriaris","Noctuini","Noctuinae","Noctuidae",1,NA
"5020","Eucoptocnemis rufula",NA,"Eucoptocnemis","rufula","Noctuini","Noctuinae","Noctuidae",1,NA
"5021","Eucosma alabamae",NA,"Eucosma","alabamae","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5022","Eucosma alatana",NA,"Eucosma","alatana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5023","Eucosma albertana",NA,"Eucosma","albertana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5024","Eucosma altana",NA,"Eucosma","altana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5025","Eucosma ambodaidaleia",NA,"Eucosma","ambodaidaleia","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5026","Eucosma amphorana",NA,"Eucosma","amphorana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5027","Eucosma annetteana",NA,"Eucosma","annetteana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5028","Eucosma apacheana",NA,"Eucosma","apacheana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5029","Eucosma apriliana",NA,"Eucosma","apriliana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5030","Eucosma arenana",NA,"Eucosma","arenana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5031","Eucosma argutipunctana","Coastal Phaneta Moth","Eucosma","argutipunctana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5032","Eucosma artemisiana",NA,"Eucosma","artemisiana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5033","Eucosma autumnana",NA,"Eucosma","autumnana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5034","Eucosma awemeana",NA,"Eucosma","awemeana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5035","Eucosma baggetti",NA,"Eucosma","baggetti","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5036","Eucosma baloghi",NA,"Eucosma","baloghi","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5037","Eucosma benjamini",NA,"Eucosma","benjamini","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5038","Eucosma bilineana",NA,"Eucosma","bilineana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5039","Eucosma bipunctella",NA,"Eucosma","bipunctella","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5040","Eucosma browni",NA,"Eucosma","browni","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5041","Eucosma bucephaloides",NA,"Eucosma","bucephaloides","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5042","Eucosma calderana",NA,"Eucosma","calderana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5043","Eucosma camdenana",NA,"Eucosma","camdenana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5044","Eucosma cana",NA,"Eucosma","cana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5045","Eucosma canusana",NA,"Eucosma","canusana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5046","Eucosma cibolana",NA,"Eucosma","cibolana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5047","Eucosma circulana",NA,"Eucosma","circulana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5048","Eucosma citricolorana",NA,"Eucosma","citricolorana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5049","Eucosma clavana","Striped Phaneta Moth","Eucosma","clavana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5050","Eucosma clementeana",NA,"Eucosma","clementeana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5051","Eucosma columbiana",NA,"Eucosma","columbiana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5052","Eucosma complicana",NA,"Eucosma","complicana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5053","Eucosma convergana",NA,"Eucosma","convergana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5054","Eucosma corculana",NA,"Eucosma","corculana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5055","Eucosma crassana",NA,"Eucosma","crassana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5056","Eucosma cruentana",NA,"Eucosma","cruentana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5057","Eucosma decempunctana",NA,"Eucosma","decempunctana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5058","Eucosma delphinoides",NA,"Eucosma","delphinoides","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5059","Eucosma delphinus",NA,"Eucosma","delphinus","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5060","Eucosma donahuei",NA,"Eucosma","donahuei","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5061","Eucosma dorsiatomana",NA,"Eucosma","dorsiatomana","Eucosmini","Olethreutinae","Tortricidae",1,NA
"5062","Eucosma elongana",NA,"Eucosma","elongana","Eucosmini","Olethreutinae","Tortricidae",1,NA
